Datum;Uhrzeit;Bezeichnung;Intervall;D11Z;D11B;D12Z;D12B;D13Z;D13B;D14Z;D14B;V15Z;V15B;V16Z;V16B;V17Z;V17B;D21Z;D21B;D22Z;D22B;D23Z;D23B;D24Z;D24B;V26Z;V26B;V27Z;V27B;V28Z;V28B;V29Z;V29B;D31Z;D31B;D32Z;D32B;D33Z;D33B;D34Z;D34B;V36Z;V36B;V37Z;V37B;V38Z;V38B;V39Z;V39B;V40Z;V40B;V41Z;V41B;V42Z;V42B;D43Z;D43B;V45Z;V45B;V46Z;V46B;V47Z;V47B;V48Z;V48B
26.03.2024;00:26;A 36;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;2;47;0;0;0;0;2;4;2;48;0;0;0;0;2;60;0;0;0;0;0;0;3;18;0;0;0;0;1;2;0;0;1;14;0;0;2;9;0;0;1;3
26.03.2024;00:25;A 36;1;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;1;9;0;0;0;0;1;1;1;8;0;0;0;0;0;0;0;0;1;1;1;22;0;0;0;0;1;5;2;3;0;0;1;22;0;0;0;0;0;0;1;5;0;0;0;0
26.03.2024;00:24;A 36;1;0;0;1;17;0;0;0;0;2;6;0;0;0;0;0;0;3;34;1;1;0;0;0;0;5;19;1;4;0;0;1;21;0;0;0;0;0;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0
26.03.2024;00:23;A 36;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;22;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0
26.03.2024;00:22;A 36;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;34;0;0;1;13;0;0;0;0;0;0;1;3
26.03.2024;00:21;A 36;1;0;0;1;16;0;17;0;0;2;4;0;0;0;0;0;0;1;1;0;0;0;0;1;4;1;16;0;0;0;0;0;0;0;0;0;0;1;26;0;0;0;0;1;2;1;3;0;0;1;8;0;0;0;0;1;8;1;7;0;0;0;0
26.03.2024;00:20;A 36;1;0;0;0;0;1;2;0;0;2;5;1;10;0;0;0;0;1;1;2;4;2;22;0;0;3;14;1;27;0;24;0;0;0;0;1;24;0;0;0;0;0;0;2;8;0;0;0;0;0;0;0;0;1;27;1;8;3;13;1;17;1;3
26.03.2024;00:19;A 36;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;5;2;4;1;2;0;0;0;0;1;17;0;0;0;0;0;0;1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26.03.2024;00:18;A 36;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;36;0;0;2;2;0;0;1;6;0;0;1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26.03.2024;00:17;A 36;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;1;0;0;0;0;0;2;52;2;1;2;47;0;0;1;58;1;40;2;45
26.03.2024;00:16;A 36;1;2;3;2;39;0;0;0;0;1;41;0;0;0;0;0;0;1;2;0;0;0;0;0;0;1;12;0;0;0;0;0;0;0;0;0;0;1;11;0;0;0;0;1;1;2;3;0;0;1;1;0;0;0;0;0;0;2;11;0;0;0;0
26.03.2024;00:15;A 36;1;0;0;1;3;0;0;0;0;2;14;0;0;0;0;0;0;1;20;1;4;0;0;0;0;2;13;1;9;0;0;0;0;0;0;0;0;1;26;0;0;0;0;0;0;1;3;0;0;2;29;0;0;0;0;0;0;1;11;0;0;0;0
26.03.2024;00:14;A 36;1;0;0;1;20;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;1;3;0;0;0;0
26.03.2024;00:13;A 36;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;1;6;1;2;0;0;0;0;0;0;3;2;1;1;0;0;2;3;4;15;1;4;0;0
26.03.2024;00:12;A 36;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;21;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;1;3;1;2;0;0;0;0
26.03.2024;00:11;A 36;1;2;34;1;36;1;18;0;0;1;44;2;3;0;0;0;0;1;31;0;0;0;13;0;0;1;27;0;0;0;0;0;0;0;0;0;0;2;32;0;0;0;0;2;3;1;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26.03.2024;00:10;A 36;1;0;0;0;0;1;4;2;52;0;0;0;0;3;7;0;0;0;0;0;0;1;40;0;0;0;0;1;4;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26.03.2024;00:09;A 36;1;0;0;0;0;1;3;0;0;0;0;1;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;0;0;0;0;0;0;0;0;0;0;66;0;11;0;0;0;0;0;0;0;0;0;0
26.03.2024;00:08;A 36;1;0;0;1;33;0;0;0;0;1;2;1;7;0;0;0;0;2;2;0;0;1;25;0;0;1;9;1;1;3;3;0;0;0;0;0;0;1;37;0;0;0;0;1;1;1;5;0;0;1;12;1;10;0;0;0;0;1;10;0;0;0;0
26.03.2024;00:07;A 36;1;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;1;52;0;0;1;1;1;48;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;13;0;11;0;0;0;0;0;14;0;0;0;0
26.03.2024;00:06;A 36;1;0;0;1;20;0;0;0;0;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;10;1;10;0;0;1;3;4;16;2;7;0;0
26.03.2024;00:05;A 36;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26.03.2024;00:04;A 36;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;1;9;0;0
26.03.2024;00:03;A 36;1;0;0;1;19;0;0;0;0;1;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;19;0;0;1;1;0;0;0;5;0;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26.03.2024;00:02;A 36;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;4;0;0;0;0;1;29;0;0;2;11;0;55;2;9;0;0;2;14;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;5;0;0
26.03.2024;00:01;A 36;1;0;0;2;23;0;0;0;0;3;14;0;0;0;0;1;6;1;54;0;0;0;0;2;12;0;0;0;0;0;0;0;0;0;0;0;0;2;71;0;0;0;0;1;2;3;9;0;0;1;27;0;0;0;0;0;0;2;11;0;0;0;0
26.03.2024;00:00;A 36;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;1;0;0;1;18;1;6;2;11;0;0;4;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;3;1;3;0;0;0;0
25.03.2024;23:59;A 36;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;13;0;0;1;4;2;7;3;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;4;0;0
25.03.2024;23:58;A 36;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;18;0;0;0;0;0;0;2;7;0;0;0;0;1;1;0;0;1;27;0;0;2;2;0;0;0;0
25.03.2024;23:57;A 36;1;0;0;0;0;0;0;1;21;0;0;0;0;2;4;0;0;0;0;0;0;1;29;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3
25.03.2024;23:56;A 36;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;0;0;0;0;1;18;0;0;0;0;0;0;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25.03.2024;23:55;A 36;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;13;0;0;1;6;1;3;1;2;0;0;0;0;1;18;0;0;0;0;0;0;2;6;0;0;0;0;0;0;1;1;0;0;0;0;0;0;2;4;0;0
25.03.2024;23:54;A 36;1;0;0;1;3;0;0;0;0;2;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;0;31;0;0;0;0;0;0;0;0;0;0;2;50;0;0;0;7;1;3;4;19;0;0;2;1
25.03.2024;23:53;A 36;1;0;0;1;33;0;0;1;13;1;3;0;0;1;4;1;2;0;0;0;0;0;0;1;5;0;0;0;0;0;0;0;28;0;0;1;56;1;24;0;0;0;0;1;6;1;4;0;0;1;31;0;0;2;70;0;0;1;6;4;63;1;22
25.03.2024;23:52;A 36;1;0;0;0;0;0;0;0;10;0;0;0;0;0;5;0;0;2;2;0;0;0;0;0;0;2;9;0;0;0;0;1;7;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0;0;1;1;1;0;1;14;1;8;3;8;0;0;2;7
25.03.2024;23:51;A 36;1;0;0;0;0;0;0;1;12;0;0;0;0;1;19;0;0;0;0;1;1;0;0;0;0;1;2;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;2;17;0;0;1;4;0;0
25.03.2024;23:50;A 36;1;0;0;0;0;1;3;0;0;0;0;2;11;0;0;1;47;0;0;0;0;0;0;0;0;1;11;0;0;0;0;0;0;0;0;1;33;0;0;0;0;0;0;1;9;0;0;0;0;1;1;1;1;1;15;0;0;1;5;3;6;1;2
25.03.2024;23:49;A 36;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;3;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25.03.2024;23:48;A 36;1;0;0;0;0;0;0;1;19;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;22;0;0;0;0;0;0;1;4;0;0;0;0;1;28;0;0;0;0;0;0;2;6;0;0;0;0
25.03.2024;23:47;A 36;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;9;1;1;0;0;1;2;3;25;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;2;4;0;0;0;0
25.03.2024;23:46;A 36;1;0;0;0;49;0;0;0;0;0;0;0;0;0;0;0;0;1;43;0;0;0;0;0;0;3;16;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;2;10;0;0;0;0;2;1;1;1;0;24;1;4;0;6;3;3;0;0
25.03.2024;23:45;A 36;1;2;1;1;14;0;10;0;0;3;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;37;0;0;0;0;0;0;1;5;0;0;1;1;0;0;1;6;2;5;3;11;0;0;1;3
25.03.2024;23:44;A 36;1;0;0;1;27;1;11;0;0;1;7;1;6;0;0;0;0;2;3;0;0;0;0;0;0;2;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;45;1;1;0;0;2;2;3;11
25.03.2024;23:43;A 36;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;3;0;0
25.03.2024;23:42;A 36;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;7;0;0;0;0;0;0;1;8;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;1;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25.03.2024;23:41;A 36;1;0;0;1;10;0;0;1;9;1;15;0;0;2;5;0;0;0;0;1;28;0;0;0;0;0;0;1;9;0;0;0;0;0;0;1;1;1;33;0;0;0;0;1;7;1;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25.03.2024;23:40;A 36;1;0;0;1;44;0;0;0;14;1;51;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;1;24;0;0;0;0;0;0;1;8;0;0;0;0
25.03.2024;23:39;A 36;1;0;0;1;20;0;0;1;28;1;6;0;0;1;3;0;0;0;0;0;0;1;49;0;0;0;0;1;4;1;52;1;20;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25.03.2024;23:38;A 36;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;5;0;5;0;3;0;0;0;0;0;0;2;18;0;0;0;0;0;0;1;33;0;0;0;0;1;5;0;0;0;0;0;0;2;11;0;0;0;0
25.03.2024;23:37;A 36;1;0;0;1;32;0;0;0;0;1;6;0;0;0;0;1;27;2;54;0;0;0;0;2;32;2;45;1;29;0;0;0;0;0;0;2;44;0;10;0;0;0;0;2;4;0;0;0;0;1;21;0;0;0;0;0;0;1;11;0;0;0;0
25.03.2024;23:36;A 36;1;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;19;0;0;0;0;3;10;2;7;0;0;0;0;0;0;1;32;0;0;0;0;2;9;2;3;0;0;1;7;0;0;0;0;0;0;2;8;0;0;0;0
25.03.2024;23:35;A 36;1;0;0;1;23;1;32;1;18;1;6;1;5;1;4;0;0;1;20;1;1;0;0;0;0;1;8;1;3;0;0;1;23;0;0;0;33;0;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25.03.2024;23:34;A 36;1;0;0;0;0;1;19;1;38;0;0;2;10;1;4;0;0;2;20;0;0;0;0;0;0;1;18;0;0;0;0;0;0;0;0;1;15;0;0;0;0;0;0;1;6;0;0;0;0;1;22;1;1;0;0;0;0;2;7;2;4;0;0
25.03.2024;23:33;A 36;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;1;9;0;0;0;0;0;0;0;0;2;65;0;0;0;0;0;0;3;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25.03.2024;23:32;A 36;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;10;0;0;0;0;1;1;2;4;0;0;0;0;1;1;0;0;0;0;0;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25.03.2024;23:31;A 36;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;1;38;0;0;0;0;1;2;2;3;0;0;1;20;0;0;0;0;0;0;2;10;0;0;0;0
25.03.2024;23:30;A 36;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;1;38;0;0;0;0;0;0;0;6;0;0;0;0;1;1;0;0;1;17;0;0;1;2;0;0;1;7
25.03.2024;23:29;A 36;1;0;0;0;9;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;2;44;1;82;1;3;0;0;2;4;1;4
25.03.2024;23:28;A 36;1;0;0;1;54;2;55;1;10;1;7;1;8;0;0;0;0;0;0;0;0;1;69;0;0;0;0;1;3;4;63;0;34;0;0;1;1;0;0;0;0;0;0;2;4;0;0;0;0;0;0;0;0;1;12;0;0;0;0;1;5;1;3
25.03.2024;23:27;A 36;1;0;0;2;13;0;0;0;0;3;17;1;10;0;0;0;0;1;8;1;1;0;0;0;0;2;20;1;4;0;0;1;16;0;0;1;40;0;0;3;8;0;0;2;7;0;0;0;0;1;2;1;3;1;47;0;0;1;9;3;10;1;1
