Datum;Uhrzeit;Bezeichnung;Intervall;D21Z;D21B;V22Z;V22B;D51Z;D51B;V52Z;V52B;V53Z;V53B;D81Z;D81B;V82Z;V82B;D111Z;D111B;V112Z;V112B;V113Z;V113B;TF32Z;TF32B;TF35Z;TF35B;TF38Z;TF38B;TF41Z;TF41B;TBS32Z;TBS32B;TBS35Z;TBS35B;TBS38Z;TBS38B;TBS41Z;TBS41B;V1_StoerZ;V1_StoerB;V2_StoerZ;V2_StoerB;V3_StoerZ;V3_StoerB;V4_StoerZ;V4_StoerB
25.01.2024;00:40;A 71;1;0;0;0;0;1;1;1;5;0;0;0;0;0;0;1;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
25.01.2024;00:39;A 71;1;0;0;0;0;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
25.01.2024;00:38;A 71;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;2;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
25.01.2024;00:37;A 71;1;1;15;1;7;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
25.01.2024;00:36;A 71;1;0;0;0;0;1;1;3;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
25.01.2024;00:35;A 71;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
25.01.2024;00:34;A 71;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
25.01.2024;00:33;A 71;1;0;0;0;0;2;2;2;7;0;0;0;0;0;0;1;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
25.01.2024;00:32;A 71;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;3;2;3;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
25.01.2024;00:31;A 71;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
25.01.2024;00:30;A 71;1;0;0;0;0;1;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
25.01.2024;00:29;A 71;1;0;0;0;0;1;0;2;5;0;0;0;0;0;0;1;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
25.01.2024;00:28;A 71;1;0;0;0;0;1;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
25.01.2024;00:27;A 71;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
25.01.2024;00:26;A 71;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
25.01.2024;00:25;A 71;1;0;0;0;0;1;1;1;4;0;0;0;0;0;0;1;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
25.01.2024;00:24;A 71;1;0;0;0;0;1;1;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
25.01.2024;00:23;A 71;1;0;0;0;0;2;2;2;10;0;0;0;0;0;0;1;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
25.01.2024;00:22;A 71;1;0;0;0;0;1;0;1;4;0;0;0;0;0;0;1;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
25.01.2024;00:21;A 71;1;1;19;1;4;1;1;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
25.01.2024;00:20;A 71;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
25.01.2024;00:19;A 71;1;0;0;0;0;1;1;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
25.01.2024;00:18;A 71;1;0;0;0;0;1;0;2;3;0;0;0;0;0;0;1;1;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
25.01.2024;00:17;A 71;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
25.01.2024;00:16;A 71;1;0;0;0;0;1;1;1;4;0;0;0;0;0;0;2;2;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
25.01.2024;00:15;A 71;1;0;0;0;0;2;2;2;9;0;0;0;0;0;0;1;1;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
25.01.2024;00:14;A 71;1;0;0;0;0;2;3;3;8;2;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
25.01.2024;00:13;A 71;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
25.01.2024;00:12;A 71;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;2;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
25.01.2024;00:11;A 71;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
25.01.2024;00:10;A 71;1;1;3;1;8;0;0;0;0;0;0;0;0;0;0;2;2;2;9;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
25.01.2024;00:09;A 71;1;0;0;0;0;3;3;4;18;1;1;0;0;0;0;2;2;2;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
25.01.2024;00:08;A 71;1;1;17;1;5;1;1;2;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
25.01.2024;00:07;A 71;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
25.01.2024;00:06;A 71;1;0;0;0;0;1;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
25.01.2024;00:05;A 71;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
25.01.2024;00:04;A 71;1;0;0;1;10;0;0;0;0;0;0;0;0;0;0;3;20;2;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
25.01.2024;00:03;A 71;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
25.01.2024;00:02;A 71;1;0;0;0;0;1;1;2;1;0;0;0;0;0;0;2;2;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
25.01.2024;00:01;A 71;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
25.01.2024;00:00;A 71;1;1;5;2;12;0;0;0;0;0;0;0;0;0;0;1;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
24.01.2024;23:59;A 71;1;1;4;2;2;4;22;3;29;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
24.01.2024;23:58;A 71;1;0;8;0;1;1;1;2;4;0;0;0;0;0;0;2;2;3;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
24.01.2024;23:57;A 71;1;1;0;1;11;0;0;0;0;0;0;0;0;0;0;1;1;2;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
24.01.2024;23:56;A 71;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
24.01.2024;23:55;A 71;1;1;24;2;1;1;1;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
24.01.2024;23:54;A 71;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
24.01.2024;23:53;A 71;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
24.01.2024;23:52;A 71;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
24.01.2024;23:51;A 71;1;0;0;0;0;0;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
24.01.2024;23:50;A 71;1;0;0;0;0;1;1;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
24.01.2024;23:49;A 71;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
24.01.2024;23:48;A 71;1;0;0;0;0;1;0;3;2;0;0;0;0;0;0;3;3;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
24.01.2024;23:47;A 71;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;2;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
24.01.2024;23:46;A 71;1;0;0;0;0;1;1;2;5;0;0;0;0;0;0;1;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
24.01.2024;23:45;A 71;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
24.01.2024;23:44;A 71;1;0;0;0;0;4;4;6;9;0;0;0;0;0;0;3;3;2;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
24.01.2024;23:43;A 71;1;0;0;0;0;2;2;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
24.01.2024;23:42;A 71;1;0;0;0;0;2;2;3;7;1;0;0;0;0;0;1;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
24.01.2024;23:41;A 71;1;0;0;0;0;1;1;2;6;0;0;0;0;0;0;1;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
24.01.2024;23:40;A 71;1;2;2;2;11;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
24.01.2024;23:39;A 71;1;1;1;0;0;3;2;1;3;2;3;1;23;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
24.01.2024;23:38;A 71;1;0;0;0;0;2;2;3;7;0;0;0;0;0;0;3;3;2;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
24.01.2024;23:37;A 71;1;0;0;0;0;1;1;2;1;1;0;1;1;0;0;2;2;2;6;2;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
24.01.2024;23:36;A 71;1;0;0;0;0;1;0;2;4;0;0;0;0;0;0;3;2;1;8;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
24.01.2024;23:35;A 71;1;0;0;0;0;3;3;3;10;1;1;0;0;0;0;1;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
24.01.2024;23:34;A 71;1;0;0;0;0;1;1;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
24.01.2024;23:33;A 71;1;0;0;0;0;3;2;3;14;0;0;0;0;0;0;1;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
24.01.2024;23:32;A 71;1;0;0;0;0;4;4;3;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
24.01.2024;23:31;A 71;1;0;0;0;0;1;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
24.01.2024;23:30;A 71;1;1;0;0;0;1;1;2;4;0;0;1;18;1;3;2;3;3;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
24.01.2024;23:29;A 71;1;2;15;1;7;1;1;2;2;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
24.01.2024;23:28;A 71;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
24.01.2024;23:27;A 71;1;0;0;0;0;3;3;2;13;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
24.01.2024;23:26;A 71;1;0;0;0;0;4;4;2;15;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
24.01.2024;23:25;A 71;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
24.01.2024;23:24;A 71;1;0;0;0;0;1;1;2;1;0;0;0;0;0;0;1;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
24.01.2024;23:23;A 71;1;0;0;0;0;4;4;2;12;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
24.01.2024;23:22;A 71;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
24.01.2024;23:21;A 71;1;0;0;0;0;1;1;1;4;0;0;0;0;0;0;3;6;3;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
24.01.2024;23:20;A 71;1;1;1;1;4;0;0;0;0;0;0;0;15;0;0;1;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
24.01.2024;23:19;A 71;1;0;0;0;0;6;8;6;31;0;0;1;3;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
24.01.2024;23:18;A 71;1;0;0;0;0;3;2;4;15;0;0;0;0;0;0;2;2;2;8;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
24.01.2024;23:17;A 71;1;1;12;1;7;0;0;0;0;0;0;0;0;0;0;1;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
24.01.2024;23:16;A 71;1;0;0;0;0;2;1;2;3;0;0;0;0;0;0;3;3;3;10;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
24.01.2024;23:15;A 71;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
24.01.2024;23:14;A 71;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;3;6;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;100;0;100;0;100;0;100
24.01.2024;23:13;A 71;1;1;0;0;0;2;2;3;11;0;0;0;0;0;0;4;5;4;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
24.01.2024;23:12;A 71;1;0;0;0;0;2;2;3;7;0;0;2;11;2;13;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
24.01.2024;23:11;A 71;1;0;0;0;0;2;2;4;9;0;0;0;0;0;0;2;2;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
24.01.2024;23:10;A 71;1;2;11;1;5;5;9;4;48;0;0;0;0;0;0;1;2;3;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
24.01.2024;23:09;A 71;1;1;10;1;11;1;1;2;6;0;0;0;0;0;0;2;2;2;3;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
24.01.2024;23:08;A 71;1;0;0;0;0;2;2;2;11;0;0;0;0;0;0;5;6;3;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
24.01.2024;23:07;A 71;1;0;0;0;0;1;0;2;2;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
24.01.2024;23:06;A 71;1;0;0;0;0;2;2;2;10;0;0;0;0;0;0;3;2;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
24.01.2024;23:05;A 71;1;0;0;0;0;3;3;2;13;0;0;0;0;0;0;3;3;3;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
24.01.2024;23:04;A 71;1;1;1;2;2;0;0;0;0;0;0;1;1;0;0;3;4;2;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
24.01.2024;23:03;A 71;1;0;0;0;0;1;1;1;5;0;0;0;0;0;0;5;5;2;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
24.01.2024;23:02;A 71;1;0;0;0;0;3;3;2;10;1;0;0;0;0;0;4;4;4;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
24.01.2024;23:01;A 71;1;1;1;0;0;4;4;2;26;0;0;0;0;0;0;1;2;1;8;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
24.01.2024;23:00;A 71;1;0;0;0;0;3;4;2;14;0;0;1;1;0;0;2;2;3;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
24.01.2024;22:59;A 71;1;0;0;0;0;3;1;3;10;0;0;0;0;0;0;1;2;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
24.01.2024;22:58;A 71;1;0;0;0;0;3;3;4;10;1;1;1;0;2;2;4;9;7;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
24.01.2024;22:57;A 71;1;0;0;0;0;1;1;2;2;0;0;0;0;0;0;5;6;3;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
24.01.2024;22:56;A 71;1;0;0;0;0;3;3;3;9;0;0;0;0;0;0;6;7;4;23;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
24.01.2024;22:55;A 71;1;1;1;0;0;1;2;2;7;0;0;0;0;0;0;1;1;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
24.01.2024;22:54;A 71;1;1;2;1;3;2;2;3;8;0;0;3;0;0;0;2;2;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
24.01.2024;22:53;A 71;1;0;0;0;0;6;7;4;17;1;1;0;0;0;0;2;1;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
